transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost
T000761,S15,2025-05-15 00:00:00,Beauty,1,GlowWorks,East,17.91 CAD,42.33,99,2.87,71.48
T000132,S26,2025-06-15 00:00:00,Home,2,BudgetSource,West,44.01,92.77,21,5.4,131.77
T001277,Store-10,2025-03-20 00:00:00,Sports,4,ActivePro,South,50.32,97.57,86,3.92,107.08
T000106,S08,07-Jan-2025,Grocery,8,FreshFarm,South,8.39 CAD,11.94,93,3.37,84.09
T001120,S11,2025-03-11 00:00:00,Home,3,BudgetSource,South,50.47,99.07,131,5.44,152.40 CAD
T000169,S12,2025-03-28 00:00:00,Beauty,2,GlowWorks,South,15.73,36.22,68,3.33,83.09
T001033,03,2025-06-24 00:00:00,Grocery,5,FreshFarm,North,$8.42,13.17,154,5.68,166.05
T000256, S21 ,2025-01-27 00:00:00,Home,4,BudgetSource,North,42.63, 80.96 ,49,4.45,124.03
T002823,S22,2025-02-04 00:00:00,Apparel,3,StyleHub,South,33.85,77.11,48,4.25,105.94
T000192,S19,2025-06-02 00:00:00,BEAUTY,2,GlowWorks,South,17.02,36.9,138,6.71,171.12
T001566,17,2025-05-27 00:00:00,Sports,1,ActivePro,North,54.86,106.69,66,3.92,88.97
T002521,S24,2025-06-08 00:00:00,Home,5,BudgetSource,West,52.69,102.29,30,3.86,117.99
T000970,S18,2025-01-05 00:00:00,Electronics,2,NorthStar,West,216.63 CAD,285.1,54,5.29,138.62
T001023,S02,2025-02-18 00:00:00,Home,3,BudgetSource,South,48.13,94.39,53,3.18,81.63
T002600,S12,2025-01-18 00:00:00,Home,2,BudgetSource,South,49.72,88.66,138,4.13,115.12
T000814, S17 ,2025-02-15 00:00:00,Apparel,5,StyleHub,North,29.4,61.31,148,3.05,73.71
T000857,S25,2025-06-08 00:00:00,Home,1,BudgetSource,West,46.31,71.07,43,4.91,132.03
T002338,S08,2025-01-03 00:00:00,Beauty,5,GlowWorks,South,19.82,42.81,64,3.87,122.26
T001143,S24,27-Feb-2025,BEAUTY,3,GlowWorks,West,16.09,36.26,53,6.39,256.07
T000214, S22 ,2025-04-12 00:00:00,Sports,3,ActivePro,South,64.43,132.52,58,3.51,72.14
T002037,S21,2025-01-04 00:00:00,Home,4,budgetsource,North,$42.72,79.05,75,5.34,115.73
T002133,S10,,Sports,7,ActivePro,South,57.22,110.3,82,5.57,131.41
T002170,S25,2025-06-29 00:00:00,Apparel,1,StyleHub,West,22.29,48.02,35,3.94,116.94
T000476,S14,2025-05-10 00:00:00,Electronics,5,NorthStar,West,231.2,290.55,50,3.31,63.68
T000270,S22,2025-01-18 00:00:00,electronics,2,NorthStar,South,219.63 CAD,283.8,99,5.68,152.89 CAD
T001691,S04,2025-03-07 00:00:00, Electronics ,5,NorthStar,East,241.97,308.87,31,5.79,133.02
T002147,S02,2025-02-12 00:00:00,Home Goods,2,BudgetSource,South,44.51,$79.63,51,4.08,104.47
T001851,S24,2025-04-29 00:00:00,Electronics,2,NorthStar,West,302.34,398.45,51,4.67,136.95
T002374,S17,2025-06-29 00:00:00,Apparel,5,StyleHub,North,29.92,66.57,14,3.87,83.22
T002847,S20,04/04/2025,Grocery,1,FreshFarm,South,8.63 CAD,12.77,106,2.22,58.37
T001724, S15 ,2025-03-29 00:00:00,Beauty,5,GlowWorks,East,20.88,48.11,73,6.03,137.4
T000707,S24,2025-05-10 00:00:00,Apparel,2,StyleHub,West,30.74,72.04,47,4.67,149.8
T002467,S23,2025-04-23 00:00:00,Electronics,1,NorthStar,South,219.31,287.46,102,3.89,$83.36
T000125,S09,2025-01-10 00:00:00,Beauty,1,GlowWorks,East,18.26,44.05,62,4.04,90.01
T002326,S26,2025-04-25 00:00:00,Home,3,BudgetSource,West,53.61,96.7,58,4.91,164.42
T001292,S14,2025-01-24 00:00:00,Grocery,3,FreshFarm,West,8.66,$14.04,44,3.9, 91.25 
T000262,S22,2025-03-05 00:00:00,Beauty,2,GlowWorks,South,15.66,35.44,61,4.14,106.67
T002606,Store-03,2025-02-15 00:00:00,Apparel,3,StyleHub,North,24.31,52.87,46,4.24,122.22
T002432,S11,2025-06-12 00:00:00,Apparel,8,StyleHub,South,27.95,55.53,85,4.85,123.05
T002191,S22,2025-03-29 00:00:00,Beauty,3,GlowWorks,South,16.53 CAD,39.3,159,4.54,109.94
T002096,S08,2025-03-24 00:00:00,Beauty,2,GlowWorks,South,17.64,39.23 CAD,72,6.15,153.66
T001604,S20,2025-01-29 00:00:00,Sports,1,ACTIVEPRO,South,63.48,127.57,88,3.96,93.6
T000257,S23,2025-06-27 00:00:00,Apparel,3,StyleHub,South,25.77,50.77,35,5.22,130.83
T001658,Store-10,02-Feb-2025,Grocery,1,FreshFarm,South,7.75,12.94,79,5.64,175.89
T000919,S30,2025-01-03 00:00:00,Home,1,BudgetSource,West,40.68,$73.88,35,4.73,147.08
T002331,S03,2025-05-10 00:00:00,Home,2,BudgetSource,North,42.33,79.31,129,3.71,110.85
T000685,S02,2025-02-13 00:00:00,Grocery,-2,Fresh Farm,South,7.95,$12.48,30,4.51,$118.87
T002169, S21 ,2025-01-16 00:00:00,grocery,2,FreshFarm,North,8.03,12.40 CAD,73,1.69,45.85
T002392,S03,2025-01-07 00:00:00,Home,8,BudgetSource,North, 56.48 ,103.0,102,4.33,90.86
T000802,S07,2025-05-30 00:00:00,Sports,-3,ActivePro,North,67.34,134.14,156,3.41,95.74
T001207,S20,2025-02-08 00:00:00,Home,8,BudgetSource,South,41.56,76.12,109,3.89,117.93
T001198,S10,2025-04-27 00:00:00,Home,2,BudgetSource,South,45.15,$84.16,50,-6.34,110.98
T002552,S30,2025-05-02 00:00:00,home,1,BudgetSource,West,46.36,94.1,-13,5.56,128.56
T000587,S15,2025-06-15 00:00:00,Sports,1,ActivePro,East,67.49,135.49,26,5.01,139.45
T000904,S19,2025-02-11 00:00:00,Food,2,FreshFarm,South,8.83,13.56,156,3.8,117.6
T001118,S06,19-Mar-2025,Beauty,5,GlowWorks,East,15.86,34.96 CAD,66,4.56,108.34
T000259,S27,2025-02-18 00:00:00,Beauty,1,GlowWorks,West,16.9,40.49,56,3.98,117.7
T000573,S25,2025-03-27 00:00:00,Sports,,ActivePro,West,55.05,$106.64,28,4.34,151.83
T001375,S11,2025-01-03 00:00:00,Electronics,3,NorthStar,South,209.18,$293.15,19,4.13,108.15
T002991,S23,01/02/2025,Grocery,2,FreshFarm,South,6.6,$10.05,145,2.79,76.20
T001689,S24,2025-04-27 00:00:00,Cosmetics,2,GlowWorks,West,19.5,48.71,0,4.55,111.09
T002653,S29,07-Feb-2025,Electronics,2,NorthStar,West,209.23,310.09,59,3.36,125.58 CAD
T000292,S26,03/25/2025,Grocery,1,FreshFarm,West,8.47,14.06,46,5.29,168.13
T000010,S15,2025-01-05 00:00:00,Beauty,10,GlowWorks,East,19.56,42.49,112,3.29,89.58
T000445,S19,2025-06-06 00:00:00,Sports,3,ActivePro,South,46.33,94.37,115,2.57,56.15
T001466,S25,2025-02-28 00:00:00,Beauty,1,GlowWorks,West,18.88,43.31,47,4.62, 124.60 
T002020,S27,2025-02-08 00:00:00,Beauty,1,GlowWorks,West,19.22,$44.10,53,3.86,127.21
T000468,S03,2025-04-23 00:00:00,Electronics,4,NorthStar,North,214.6,295.06,11,3.63,80.06
T002031,S26,2025-04-29 00:00:00,Sports,2,ActivePro,West,60.78,115.33,29,4.7,119.37
T002914,S11,17-Feb-2025,Sports,3,ActivePro,South,56.47,$102.85,149,5.69,155.44
T000764,S21,09-May-2025,Electronics,1,NorthStar,North,275.69,354.27,28,4.33,125.9
T002685,S21,2025-02-08 00:00:00,Electronics,2,NorthStar,North,184.75,259.73,68,4.31,106.58
T001705,S22,2025-05-03 00:00:00,Electronics,4,NorthStar,South,268.41,377.29,143,3.82,82.38
T002625,Store-28,2025-01-08 00:00:00,Electronics,3,NorthStar,West,218.47,313.23,10,3.74,120.19
T001407, store_21 ,2025-03-04 00:00:00,Electronics,3,NorthStar,North,233.37,304.51,,4.91,141.75
T002731,18,2025-01-27 00:00:00,Home,2,BudgetSource,West,46.6,92.09,16,2.79,76.4
T001943,S20,2025-04-06 00:00:00,Grocery,1,FreshFarm,South,7.61,11.87,130,4.0,$99.04
T002140,S05,2025-03-11 00:00:00,Grocery,2,FreshFarm,East,8.22,12.46,40,6.05,163.03
T000444,S18,2025-03-12 00:00:00,Apparel,2,StyleHub,West,36.14,77.86,44,3.83,133.14
T002407,S22,2025-04-21 00:00:00,Grocery,3,FreshFarm,South,7.02,11.42,110,2.01,40.22
T001930,07,2025-06-23 00:00:00,Electronics,0,North-Star,North,262.29,323.12,88,6.08,148.19
T002910,S08,2025-02-03 00:00:00,Electronics,1,NorthStar,South,215.91,275.59,108,3.5,83.5
T001708,S14,2025-01-27 00:00:00,Electronics,2,NorthStar,West,192.62,241.46,37,5.03,134.94
T000255,S28,2025-04-12 00:00:00,Grocery,3,FreshFarm,West,unknown, 11.50 ,45,5.36,$153.07
T001040,S22,2025-02-17 00:00:00,Home,0,BudgetSource,South,47.59,86.26,24,3.09,73.1
T002648,S15,2025-05-18 00:00:00,Home,4,BudgetSource,East,37.59,64.66,37,3.83,102.06
T002144,S20,2025-02-13 00:00:00,Sports,3,ACTIVEPRO,South,58.37,109.63,129,2.76,66.07
T001255,S06,2025-05-28 00:00:00,Electronics,1,NorthStar,East,221.1,284.92,40,3.08,54.55
T002903,S23,2025-01-18 00:00:00,Apparel,2,StyleHub,South,25.78,54.6,50,6.28,189.35
T002210,S30,05/03/2025,Grocery,2,FreshFarm,West,7.2,11.29,58,4.93,149.27
T000607,S03,11-Apr-2025,Sports,5,ActivePro,North,57.83,106.17,148,5.72,145.11
T001206,S02,2025-06-02 00:00:00,Beauty,2,GlowWorks,South,17.30 CAD,36.99,51,2.89,69.15
T000131,S07,2025-05-24 00:00:00,Electronics,2,North-Star,North,$264.52,363.16 CAD,140,4.34,105.02
T002409,Store-21,02/09/2025,Electronic,2,NorthStar,North,243.75,304.51,158,5.13,114.89
T002086,S17,2025-03-13 00:00:00,Sports,1,ActivePro,North,57.87,115.09,89,4.44,90.19
T001420,S27,2025-04-08 00:00:00,Home,3,BudgetSource,West,43.49,69.41 CAD,37,4.29,136.65
T000340, store_15 ,2025-04-06 00:00:00,Grocery,1,FreshFarm,East,7.57,13.27,117,3.88,74.12
T001656,17,2025-04-17 00:00:00,Home,N/A,BudgetSource,North,48.99,86.68,119,5.35,$142.77
T000016,Store-21,2025-01-04 00:00:00,beauty,3,GlowWorks,North,15.48,37.43,40,3.65,87.49
T002598,S21,2025-06-05 00:00:00,Home,3,BudgetSource,North,49.34,100.82,11,5.1,127.58
T001111,S04,2025-05-09 00:00:00,Electronics,N/A,NorthStar,East,$264.42,381.8,16,3.98,105.58
T000503,S16,not available,Electronics,4,NorthStar,South,226.32,301.03 CAD,96,4.3,99.59
T002053,S06,not available,Beauty,2,GlowWorks,East,20.38,43.74 CAD,53,4.82,$141.22
T002632,S06,2025-02-30,Sports,5,ActivePro,East,62.23 CAD,126.96,145,3.51,78.65
T000378,S24,2025-03-01 00:00:00,Electronics,1,NorthStar,West,$217.90,268.2,61,5.1,151.0
T000485,S12,2025-03-10 00:00:00,HOME,1,BudgetSource,South,38.65,68.7,-26,4.32,99.1
T000087,S09,2025-06-18 00:00:00,Apparel,1,StyleHub,East,$30.26,56.94,142,4.61,118.87
T001618,S11,2025-03-07 00:00:00,Electronics,3,NorthStar,South,201.81,295.19,137,4.67,133.56
T002689,S03,2025-01-14 00:00:00,Grocery,2,FreshFarm,North,9.15,15.04,19,6.12,96.35
T000736,S11,2025-03-21 00:00:00,Grocery,2,FreshFarm,South,7.33,$10.66,149,2.04,53.02
T000497,S06,2025-04-11 00:00:00,grocery,2,FreshFarm,East,7.09,10.29 CAD,95,2.24,49.06
T001493,S20,2025-01-23 00:00:00,Grocery,2,FreshFarm,South,7.71,$11.82,101,5.07,123.86
T000945,S26,2025-03-05 00:00:00,Sports,2,ActivePro,West,57.35,106.24,38,5.39,153.22
T000254,S03,2025-03-04 00:00:00,Home,1,BudgetSource,North,36.35,68.72,24,3.41,89.1
T000052,S15,2025-02-01 00:00:00,Sports,8,Active Pro,East,50.32,91.78,96,-1.18,66.24
T000626,S12,05/07/2025,Grocery,5,FreshFarm,South,7.55,10.74,73,2.87,75.25
T002128,S20,2025-06-11 00:00:00,ELECTRONIC,7,NorthStar,South,325.35,$455.87,121,5.62,151.59
T000721,S08,2025-03-13 00:00:00,Electronic,1,NorthStar,South,279.13,372.42,28,3.97,111.83 CAD
T001132,S30,2025-02-10 00:00:00,Home,1,BudgetSource,West,43.41,84.54,62,4.69,133.59
T000986,S22,2025-02-10 00:00:00,Home,N/A,BudgetSource,South,39.69,62.83,70,4.3,$125.85
T001685,S05,02/26/2025,Apparel,1,StyleHub,East,24.95,52.55,44,3.1,69.58
T002837,S12,10-May-2025,Grocery,2,FreshFarm,South,8.55,15.2,49,3.93,98.4
T000912,S28,09-Jun-2025,Sports,2,ActivePro,West,57.28,105.91,nan,3.81,109.16 CAD
T002059,S01,2025-02-27 00:00:00,Beauty,two,GlowWorks,East,18.99,39.3,137,6.05,161.82
T002268,S06,2025-03-25 00:00:00,Grocery,1,FreshFarm,East,7.48,$12.91,107,4.71,88.18
T000627,S23,2025-02-16 00:00:00,Electronics,2,NorthStar,South,252.18,334.63,73,4.49,120.96
T001673,S16,2025-02-09 00:00:00,Sports,2,ActivePro,South,61.69,107.2,17,6.38,153.9
T001468,S22,23-Apr-2025,Home,5,BudgetSource,South,49.91,100.52,40,3.22,82.66
T000319,S08,2025-02-22 00:00:00,Apparel,2,StyleHub,South,25.03,53.09,,3.92,99.22
T002285,S22,2025-04-19 00:00:00,Apparel,3,StyleHub,South,31.39 CAD,61.38,70,5.42,113.6
T000713,S03,2025-04-10 00:00:00,Home,3,BudgetSource,North,$38.51,71.12,58,-3.3,101.68
T000413,S04,2025-05-17 00:00:00,Grocery,1,FreshFarm,East,8.13,11.6,126,2.37,51.64
T000577,S07,2025-04-27 00:00:00,Grocery,8,FreshFarm,North,6.78,9.11,153,4.6,120.3
T001342,S11,2025-01-12 00:00:00,Sports,1,ActivePro,South,54.54,$105.86,35,3.59,$100.47
T000432,S15,2025-03-13 00:00:00,Sports,2,ActivePro,East,54.47,108.42,86,nan,137.62
T002782,S25,2025-01-23 00:00:00,Electronics,3, NORTHSTAR ,West,252.35,341.12,22,4.22,105.81 CAD
T002266,Store-09,2025-03-18 00:00:00,Electronics,6,NorthStar,East,250.35,322.49,145,4.65,116.87
T001341,S25,2025-03-23 00:00:00,Home,5,BudgetSource,West,40.79,74.43,25,4.43,120.62
T002298,S27,2025-04-27 00:00:00,Home,2,budgetsource,West,44.25,79.99,29,6.82,249.75
T002443, store_30 ,2025-03-20 00:00:00,Electronics,8,NorthStar,West,223.43,300.14,56,3.4,91.29
T000312,S14,2025-01-03 00:00:00,Sports,1,ActivePro,West,58.56,114.55,44,5.97,161.04
T002388,S28,2025-02-12 00:00:00,Home,2,BudgetSource,West,30.17,53.31,23,1.43,48.48 CAD
T000555,S05,2025-01-17 00:00:00,Sports,2,ActivePro,East,46.49,97.47,102,2.95,75.03
T002315, S03 ,2025-05-20 00:00:00,Home,3,BudgetSource,North,46.45,80.4,68,5.05,111.37
T000822,S27,2025-04-15 00:00:00,Electronics,4,NorthStar,West,281.81,393.62,12,3.11,92.9
T002311,S16,2025-02-24 00:00:00,Home,1,BudgetSource,South,52.56,100.03,75,3.94,106.25
T000984,S01,2025-06-10 00:00:00,Sports,7,ActivePro,East,44.75,79.84,54,6.24,168.25
T000682,S14,2025-04-03 00:00:00,Sports,4,ActivePro,West,57.93,119.86,5,3.55,107.06
T001063,S20,2025-02-21 00:00:00,Grocery,7,FreshFarm,South,7.57,11.12,59,3.4,74.74
T002633,S22,03-May-2025,Grocery,4,FreshFarm,South,6.79,10.89,123,3.08,66.61
T002286,S01,2025-03-03 00:00:00,Grocery,1,FreshFarm,East,5.96,$8.45,111,3.81,84.08
T001229,S26,2025-05-13 00:00:00,Beauty,5,GlowWorks,West,17.79,39.59,19,4.87,133.05
T000746,S21,2025-01-09 00:00:00,Beauty,3,GlowWorks,North,18.88,45.34,43,2.38,53.81
T002552,S30,2025-05-02 00:00:00,home,1,BudgetSource,West,46.36,94.1,-13,5.56,128.56
T000038,S29,2025-02-10 00:00:00,Apparel,1,StyleHub,West,23.73,$46.70,unknown,4.71,106.35 CAD
T000815,S11,01/17/2025,Sports,1,activepro,South,65.49,124.35,91,3.52,87.24
T000671,S21,2025-02-11 00:00:00,Home,1,Budget Source,North,42.59,72.97,79,3.9,104.52
T001638,S22,2025-06-07 00:00:00,Apparel,3,StyleHub,South,26.7,56.05,90,4.62,131.24
T002324,S17,2025-01-14 00:00:00,Sports,4,activepro,North,nan,91.36,132,4.35,105.69
T002551,S09,2025-03-26 00:00:00,Electronics,3,NorthStar,East,278.67,367.85,62,5.49,124.73
T001686,S17,2025-03-12 00:00:00,Grocery,2,FreshFarm,North,6.98,10.98,21,3.81,82.53
T002905,S27,2025-01-31 00:00:00,Sports,1,ActivePro,West,55.35 CAD,108.79,18,unknown,111.88
T002386,S30,2025-05-29 00:00:00,Sports,3,ActivePro,West,54.99,109.28,22,6.02,130.82
T002464,S23,02/28/2025,Apparel,1,StyleHub,South,28.0,58.6,76,nan,107.22 CAD
T000727,S01,2025-06-26 00:00:00,Beauty,2,GlowWorks,East,19.03,45.29,91,2.92,77.75
T000987,S13,2025-03-07 00:00:00,ELECTRONIC,9,NorthStar,East,222.41,285.19,152,5.34,117.16
T002359,S17,2025-06-22 00:00:00,Grocery,6,FreshFarm,North,$8.99,14.32,97,5.52,126.16
T001531,Store-25,2025-02-04 00:00:00,Electronics,2,NorthStar,West,226.16,314.01,31,3.49,96.45
T001746,S23,2025-06-14 00:00:00,Home,7,BudgetSource,South,45.1,83.71,138,4.75,152.23
T002490,S25,2025-04-04 00:00:00,Grocery,2,FreshFarm,West,7.68,10.54 CAD,46,5.5,145.6
T000100,S23,2025-04-30 00:00:00,Electronic,1,NorthStar,South,239.4,338.06,100,5.4,166.56
T000466,S30,2025-05-10 00:00:00,Home,2,BudgetSource,West,49.4,94.38,21,4.45,136.88
T001914,S06,2025-06-12 00:00:00,Sports,4,ActivePro,East,61.0,$119.93,39,5.22,129.84
T001092,S18,2025-01-26 00:00:00,Grocery,2,FreshFarm,West,8.35,12.61,14,3.29,$87.12
T001262,S26,2025-05-20 00:00:00,Beauty,2,GlowWorks,West,16.93,39.56,0,unknown,100.94
T000750,S17,2025-03-29 00:00:00,Home,3,BudgetSource,North,42.61,75.58,54,4.2,87.46
T001462,S12,2025-02-28 00:00:00,Home,-3,BudgetSource,South,,80.58,92,4.72,101.71
T000235,S09,2025-01-15 00:00:00,Grocery,6,FreshFarm,East,7.82,$13.01,76,3.91,112.78
T001876,S24,2025-03-21 00:00:00,Beauty,3,GlowWorks,West,20.61,47.83,7,4.55,143.19
T000450,S06,2025-04-27 00:00:00,Grocery,5,FreshFarm,East,$7.75,10.11,39,4.71,129.03
T001982,S13,2025-03-18 00:00:00,Grocery,1,FreshFarm,East,8.03,12.31,38,4.34,95.04
T002036,S20,2025-06-07 00:00:00,Grocery,3,FreshFarm,South,6.66,10.84,25,3.3,77.48 CAD
T000128,S30,30-May-2025,Grocery,1,FreshFarm,West,7.59,11.98,0,4.9,151.44
T000309,S03,11-May-2025,Electronics,5,NorthStar,North,206.78,285.65,37,3.66,82.12
T002213,S11,2025-05-26 00:00:00,Grocery,5,FreshFarm,South,6.58,10.13,17,3.95,107.16
T000886,S22,18-May-2025,Apparel,6,STYLEHUB,South,28.78,63.09,33,4.42,143.11
T000792,S28,2025-03-02 00:00:00,Electronics,7,NorthStar,West,258.72,347.86,2,3.18, 101.14 
T001007,S28,2025-01-28 00:00:00,Grocery,3,FreshFarm,West,9.46,13.53,63,5.18,156.01
T000117,S14,2025-02-05 00:00:00,ELECTRONIC,3,NorthStar,West,208.65 CAD,298.85,47,4.45,110.7
T001669,S14,2025-03-18 00:00:00,Home,2,BudgetSource,West,$51.98,94.88,1,4.69,125.92
T002785,S30,2025-03-23 00:00:00,Home,2,BudgetSource,West,51.91,98.53,63,5.13,169.25
T002349,S11,2025-05-08 00:00:00,Apparel,1,StyleHub,South,23.85 CAD,51.04,75,4.61,117.28
T002256,S24,2025-02-06 00:00:00,Home,1,BudgetSource,West,45.41,88.47,30,5.46,174.38
T000428,S06,2025-03-02 00:00:00,grocery,1,FreshFarm,East,$8.98,13.66,92,5.6,143.05
T001549,S21,2025-04-17 00:00:00,Home,3,BudgetSource,North,49.82 CAD,91.77,121,4.47,119.27
T000314,S17,2025-05-01 00:00:00,Electronics,10,NorthStar,North,242.79,303.43,115,4.53,112.73
T001496,Store-16,2025-02-07 00:00:00,Electronics,2,NorthStar,South,219.8,313.11,nan,3.52,80.29
T002015,S12,24-Mar-2025,sports,1,ActivePro,South,48.75,90.57,42,4.59,127.31
T001572,S22,2025-03-22 00:00:00,Apparel,1,StyleHub,South,32.13,69.74,140,4.34,117.63
T002680,Store-29,2025-01-12 00:00:00,Grocery,2,FreshFarm,West,6.59,10.78,45,5.08,121.19
T000412,S01,25-Feb-2025,Home,2,BudgetSource,East,43.56,70.61,29,3.93,78.82
T001844,S09,2025-03-23 00:00:00,Home,unknown,BudgetSource,East,43.37,90.71,27,nan,152.86
T001643,S30,2025-03-19 00:00:00,Sports,2,ActivePro,West,65.07,126.0,5,3.96,123.29
T001415,S22,2025-02-03 00:00:00,Sports,1,ActivePro,South,60.31,109.77,155,5.11,137.02
T000198,S02,2025-06-19 00:00:00,Home,1,BudgetSource,South,48.43,90.83,96,3.66,$98.14
T000354,S26,2025-05-07 00:00:00,Sports,2,ActivePro,West,47.22,96.19,23,5.78,190.68
T002105,S07,2025-03-19 00:00:00,Apparel,3,StyleHub,North,28.14,52.52,81,4.4,125.59
T001449,S05,2025-02-16 00:00:00,Sports,3,ActivePro,East,53.8,94.04,130,4.19,101.11
T002065,S08,2025-03-01 00:00:00,Home,2,BudgetSource,South,46.94,90.29,17,4.12,121.48
T002824,S13,2025-01-29 00:00:00,Apparel,,StyleHub,East,$32.67,66.14,101,4.24,100.45
T002865,S21,2025-04-28 00:00:00,Sports,2,ActivePro,North,54.47,101.2,110,5.85,141.88
T000459,S13,2025-02-30,Apparel,10,StyleHub,East,29.16,$65.19,83,4.83,120.48
T002328,S17,2025-03-01 00:00:00,Home,2,BudgetSource,North,50.91,100.34,60,3.86,110.22
T002917,S05,2025-06-22 00:00:00,Home,2,BudgetSource,East,42.45,$75.79,52,5.66,142.08
T002479,S25,2025-04-02 00:00:00,Grocery,3,FreshFarm,West,7.04,11.17,2,3.22,103.38
T002528,17,02/21/2025,Sports,2,ActivePro,North,56.29 CAD,111.69,37,5.11,99.03
T002885,S16,2025-03-18 00:00:00,Apparel,2,StyleHub,South,30.27,61.73,135,5.36,$126.38
T001401,S21,2025-04-28 00:00:00,Grocery,5,FreshFarm,North,8.15,14.21,143,3.84,112.17
T001014,S05,2025-03-06 00:00:00,Electronics,4,NorthStar,East,$237.27,291.71,24,4.06,119.23
T000650,S03,2025-04-23 00:00:00,Apparel,1,StyleHub,North,22.16,45.31,113,2.95,80.17
T002770,S04,2025-03-31 00:00:00,Home,2,BudgetSource,East,39.19,66.57,27,6.5,146.11
T001349,S23,2025-06-02 00:00:00,Grocery,1,FreshFarm,South,8.3,13.83,135,3.76, 102.73 
T001800,S10,2025-06-11 00:00:00,Apparel,7,StyleHub,South,28.41,63.45,121,5.03,129.87
T000496, store_12 ,2025-06-03 00:00:00,Grocery,2,FreshFarm,South,7.53,10.58,93,5.33,107.53
T002205,S19,2025-05-28 00:00:00,Electronics,1,NorthStar,South,235.65,310.77,107,5.23,103.55
T000985,S18,2025-05-29 00:00:00,Apparel,7,StyleHub,West,28.03,57.79,37,,181.48
T000593,S27,2025-04-22 00:00:00,Electronics,2, NORTHSTAR ,West,275.66,369.26,33,5.19,161.24
T002066,S08,04/04/2025,Grocery,2,FreshFarm,South,6.95,12.36,92,5.14,138.95
T001276,S16,2025-03-09 00:00:00,Electronics,1,NorthStar,South,207.89,272.64,33,3.74,88.6
T000820,S17,2025-04-04 00:00:00,Grocery,2,FreshFarm,North,$8.44,11.77,25,4.04,116.06
T000313,S29,2025-04-03 00:00:00,Electronics,2,NorthStar,West,258.72,369.52,37,5.27,183.16
T001389, S03 ,2025-04-12 00:00:00,Electronics,2,NorthStar,North,279.81,373.66,58,4.39,111.09
T001327,S29,2025-05-08 00:00:00,Apparel,2,StyleHub,West,30.15,61.0,1,5.06,140.89
T001812,S28,2025-06-06 00:00:00,Electronics,N/A,NorthStar,West,255.07,327.56,1,3.75,83.02
T002807,S13,2025-05-02 00:00:00,Electronics,1,NorthStar,East,265.20 CAD,338.13,142,3.96,94.73
T001655,S09,2025-05-10 00:00:00,Cosmetics,4,GlowWorks,East,16.97,38.0,126,3.97,88.49
T002803,S29,05/09/2025,Clothing,1,STYLEHUB,West,32.05,65.94,41,5.8,180.88 CAD
T002051,S30,2025-02-27 00:00:00,Home,1,BudgetSource,West,55.02,102.01,1,4.57,136.73
T000217,S04,2025-01-02 00:00:00,Apparel,7,StyleHub,East,30.64,61.82,102,3.35,99.86
T001019,S20,2025-01-08 00:00:00,Apparel,4,StyleHub,South,$26.03, 58.42 ,39,4.49,$119.33
T000654,S05,2025-01-07 00:00:00,Home,1,BudgetSource,East,43.13,81.41 CAD,129,4.19,90.31
T001257,S28,12-Feb-2025,Grocery,4,FreshFarm,West,7.67,10.87,21,3.65,110.96
T001440,S08,2025-05-14 00:00:00,beauty,1,glowworks,South,15.03,$35.91,70,2.74,76.31
T002915,S04,2025-01-17 00:00:00,Electronics,1,NorthStar,East,196.4,295.5,62,4.34,110.3
T002414,S12,2025-05-21 00:00:00,Electronics,3,North-Star,South,238.78,323.11,122,5.64,140.82
T002316,S13,2025-01-18 00:00:00,GROCERIES,2,FreshFarm,East, 7.13 ,11.95,,4.16,101.19
T002367,S18,2025-01-27 00:00:00,Food,2,FreshFarm,West,$7.40,11.66,43,4.32,126.4
T002800,S28,2025-06-03 00:00:00,Electronics,2,NorthStar,West,320.55,$384.55,22,4.62,139.22
T001929,S06,04/19/2025,Sports,1,Active Pro,East,54.13,109.51,59,4.41,100.08 CAD
T000311,S06,2025-04-06 00:00:00,Home,2,BudgetSource,East,47.90,85.53,30,4.59,121.63
T001815,Store-20,2025-05-04 00:00:00,Sports,3,Active Pro,South,49.87,103.38 CAD,157,4.36,101.8
T001629,S04,2025-02-30,Grocery,8,FreshFarm,East,8.85,13.28,125,5.5,138.79
T002854, store_29 ,2025-02-18 00:00:00,Grocery,3,FreshFarm,West,7.78,12.84,21,4.39,124.33
T000779, store_29 ,2025-06-27 00:00:00,Electronics,2,NorthStar,West,,424.67,50,3.8,108.95
T000155,S21,2025-03-18 00:00:00,Electronics,1,NorthStar,North,233.92,$314.82,99,5.12,164.02
T002520,S21,2025-05-20 00:00:00,Apparel,1,StyleHub,North,32.84,68.09,92,4.76,128.25
T000660,S01,2025-03-16 00:00:00,Sports,2,ActivePro,East,57.46,112.97,143,4.89,$99.53
T001866,S27,01/04/2025,Electronics,1,NorthStar,West,228.0,282.01,64,4.04,$106.85
T001209,S19,2025-04-29 00:00:00,Home,3,BudgetSource,South,40.8,70.46,118,4.45,110.88
T001390,S02,2025-06-01 00:00:00,Apparel,6,StyleHub,South,24.4,52.33,145,4.13,100.72
T000778,S20,2025-06-27 00:00:00,Home,1,BudgetSource,South,$47.08,95.52,30,4.45,109.67
