transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost,revenue,cogs,gross_profit
T000047,S12,2025-02-19,Clothing,3.0,StyleHub,South,30.85,60.23,18.0,5.18,160.14,180.69,92.55000000000001,-72.0
T001293,S02,2025-01-18,Electronics,3.0,NorthStar,South,241.6,329.58,17.0,4.44,112.76,988.74,724.8,151.18000000000006
T002337,S18,2025-01-08,Clothing,2.0,StyleHub,West,29.7,70.76,23.0,5.13,156.45,141.52,59.4,-74.32999999999998
T001855,S10,2025-05-20,Clothing,3.0,StyleHub,South,33.62,70.35,151.0,3.6,79.7,211.04999999999998,100.85999999999999,30.489999999999995
T001661,S04,2025-02-08,Electronics,4.0,NorthStar,East,182.6,221.4,106.0,5.05,139.52,885.6,730.4,15.680000000000035
T000844,S27,2025-01-01,Grocery,2.0,FreshFarm,West,7.91,11.49,50.0,3.23,108.27,22.98,15.82,-101.11
T001123,S07,2025-05-25,Beauty,3.0,GlowWorks,North,15.59,33.58,60.0,3.15,92.17,100.74,46.769999999999996,-38.2
T002187,S17,2025-04-23,Home Goods,5.0,BudgetSource,North,38.59,72.48,106.0,4.18,97.56,362.40000000000003,192.95000000000002,71.89000000000001
T001962,S11,2025-05-30,Home Goods,1.0,BudgetSource,South,43.59,80.17,54.0,5.99,156.7,80.17,43.59,-120.11999999999999
T002307,S30,2025-06-01,Grocery,2.0,FreshFarm,West,8.48,13.16,44.0,4.15,139.6,26.32,16.96,-130.24
T002050,S06,2025-03-31,Clothing,4.0,StyleHub,East,26.26,56.98,79.0,5.73,158.68,227.92,105.04,-35.800000000000026
T000423,S09,2025-02-19,Electronics,2.0,NorthStar,East,199.5,273.74,57.0,4.35,100.87,547.48,399.0,47.610000000000014
T001168,S13,2025-01-07,Clothing,1.0,StyleHub,East,27.71,57.96,126.0,4.72,114.17,57.96,27.71,-83.92
T001796,S24,2025-04-20,Clothing,1.0,StyleHub,West,28.16,57.4,7.0,5.87,159.66,57.4,28.16,-130.42
T002983,S11,2025-05-08,Grocery,1.0,FreshFarm,South,6.51,9.99,155.0,3.68,97.05,9.99,6.51,-93.57
T000287,S17,2025-04-19,Beauty,4.0,GlowWorks,North,16.06,37.67,124.0,5.65,144.1,150.68,64.24,-57.65999999999998
T002099,S06,2025-04-27,Home Goods,3.0,BudgetSource,East,47.25,94.42,129.0,5.1,140.66,283.26,141.75,0.8499999999999943
T001329,S19,2025-03-20,Beauty,4.0,GlowWorks,South,20.2,47.22,139.0,5.18,131.77,188.88,80.8,-23.690000000000012
T001052,S01,2025-05-16,Grocery,4.0,FreshFarm,East,7.97,11.64,109.0,3.28,74.36,46.56,31.88,-59.67999999999999
T000629,S23,2025-05-14,Electronics,1.0,NorthStar,South,266.86,378.49,127.0,4.83,105.56,378.49,266.86,6.069999999999993
T000856,S09,2025-04-13,Electronics,4.0,NorthStar,East,228.97,302.03,123.0,5.8,156.71,1208.12,915.88,135.5299999999999
T001718,S26,2025-04-28,Clothing,4.0,StyleHub,West,27.47,56.71,53.0,3.69,140.99,226.84,109.88,-24.03
T001364,S26,2025-05-14,Sports,1.0,ActivePro,West,56.67,120.76,25.0,4.53,128.6,120.76,56.67,-64.50999999999999
T002652,S27,2025-03-04,Sports,2.0,ActivePro,West,59.29,116.45,0.0,3.82,99.27,232.9,118.58,15.050000000000011
T001083,S17,2025-04-16,Home Goods,9.0,BudgetSource,North,38.61,70.55,153.0,7.12,184.73,634.9499999999999,347.49,102.72999999999993
T002060,S08,2025-06-24,Sports,2.0,ActivePro,South,53.3,103.87,94.0,4.38,123.65,207.74,106.6,-22.50999999999999
T002079,S17,2025-04-04,Electronics,4.0,NorthStar,North,242.32,306.34,41.0,5.68,132.84,1225.36,969.28,123.23999999999992
T001697,S16,2025-06-20,Electronics,3.0,NorthStar,South,220.31,259.14,61.0,6.18,187.53,777.42,660.9300000000001,-71.0400000000001
T001391,S05,2025-05-26,Grocery,1.0,FreshFarm,East,7.67,12.54,149.0,5.9,142.9,12.54,7.67,-138.03
T001015,S16,2025-01-12,Sports,6.0,ActivePro,South,59.99,112.18,35.0,4.73,93.57,673.08,359.94,219.57000000000005
T000911,S18,2025-04-06,Sports,5.0,ActivePro,West,54.41,116.43,54.0,4.52,125.62,582.1500000000001,272.04999999999995,184.48000000000013
T001638,S22,2025-06-07,Clothing,3.0,StyleHub,South,26.7,56.05,90.0,4.62,131.24,168.14999999999998,80.1,-43.190000000000026
T002544,S21,2025-04-08,Grocery,3.0,FreshFarm,North,7.09,10.95,18.0,3.34,60.27,32.849999999999994,21.27,-48.69000000000001
T000099,S28,2025-03-17,Grocery,2.0,FreshFarm,West,6.96,11.46,18.0,4.14,126.14,22.92,13.92,-117.14
T001603,S18,2025-06-08,Sports,4.0,ActivePro,West,48.7,89.12,61.0,3.34,134.82,356.48,194.8,26.860000000000014
T002966,S25,2025-02-10,Grocery,2.0,FreshFarm,West,7.56,11.62,11.0,4.87,123.82,23.24,15.12,-115.69999999999999
T002926,S13,2025-03-17,Clothing,3.0,StyleHub,East,26.5,48.07,45.0,5.33,105.96,144.21,79.5,-41.249999999999986
T001107,S26,2025-05-29,Electronics,2.0,NorthStar,West,281.54,365.2,19.0,5.0,165.97,730.4,563.08,1.3499999999999375
T002627,S17,2025-02-05,Grocery,4.0,FreshFarm,North,7.37,13.04,144.0,4.93,119.23,52.16,29.48,-96.55000000000001
T000922,S06,2025-03-30,Grocery,1.0,FreshFarm,East,8.17,12.4,104.0,5.41,113.27,12.4,8.17,-109.03999999999999
T000771,S29,2025-04-03,Grocery,1.0,FreshFarm,West,8.26,14.08,54.0,5.8,156.5,14.08,8.26,-150.68
T000735,S25,2025-06-18,Grocery,1.0,FreshFarm,West,8.12,11.12,34.0,5.35,156.53,11.12,8.12,-153.53
T002101,S16,2025-06-18,Electronics,2.0,NorthStar,South,311.9,417.57,45.0,3.49,87.96,835.14,623.8,123.38000000000004
T001231,S20,2025-05-02,Clothing,2.0,StyleHub,South,30.5,61.49,74.0,5.02,117.46,122.98,61.0,-55.47999999999999
T002413,S05,2025-03-07,Clothing,1.0,StyleHub,East,24.01,50.47,156.0,4.92,114.44,50.47,24.01,-87.98
T002184,S28,2025-03-01,Electronics,2.0,NorthStar,West,238.01,315.82,1.0,3.88,103.94,631.64,476.02,51.68000000000001
T000373,S28,2025-02-06,Beauty,4.0,GlowWorks,West,18.25,37.35,21.0,4.06,117.64,149.4,73.0,-41.239999999999995
T000097,S02,2025-03-31,Home Goods,2.0,BudgetSource,South,46.83,81.04,111.0,2.85,69.78,162.08,93.66,-1.3599999999999852
T001557,S16,2025-04-27,Clothing,2.0,StyleHub,South,29.65,68.4,92.0,3.14,92.15,136.8,59.3,-14.649999999999991
T001300,S02,2025-01-07,Electronics,5.0,NorthStar,South,214.45,281.74,45.0,6.26,145.16,1408.7,1072.25,191.29000000000005
T001306,S17,2025-03-13,Clothing,1.0,StyleHub,North,24.2,49.49,24.0,5.68,136.48,49.49,24.2,-111.18999999999998
T000903,S05,2025-03-28,Grocery,7.0,FreshFarm,East,9.38,13.08,60.0,5.12,145.06,91.56,65.66000000000001,-119.16000000000001
T001756,S05,2025-02-18,Clothing,3.0,StyleHub,East,26.65,57.3,142.0,5.82,148.9,171.89999999999998,79.94999999999999,-56.95000000000002
T001773,S04,2025-01-24,Electronics,3.0,NorthStar,East,239.7,318.98,52.0,4.72,134.37,956.94,719.0999999999999,103.47000000000014
T000909,S19,2025-04-02,Sports,1.0,ActivePro,South,52.49,110.6,38.0,4.79,121.48,110.6,52.49,-63.37000000000001
T000915,S28,2025-05-03,Grocery,4.0,FreshFarm,West,6.66,10.6,10.0,5.35,164.76,42.4,26.64,-149.0
T002486,S05,2025-05-29,Grocery,1.0,FreshFarm,East,8.34,13.9,13.0,5.3,134.39,13.9,8.34,-128.82999999999998
T000001,S14,2025-03-01,Beauty,1.0,GlowWorks,West,17.02,38.6,16.0,3.72,117.2,38.6,17.02,-95.62
T000761,S15,2025-05-15,Beauty,1.0,GlowWorks,East,17.91,42.33,99.0,2.87,71.48,42.33,17.91,-47.06
T000132,S26,2025-06-15,Home Goods,2.0,BudgetSource,West,44.01,92.77,21.0,5.4,131.77,185.54,88.02,-34.250000000000014
T001277,S10,2025-03-20,Sports,4.0,ActivePro,South,50.32,97.57,86.0,3.92,107.08,390.28,201.28,81.91999999999997
T000106,S08,2025-01-07,Grocery,8.0,FreshFarm,South,8.39,11.94,93.0,3.37,84.09,95.52,67.12,-55.69000000000001
T001120,S11,2025-03-11,Home Goods,3.0,BudgetSource,South,50.47,99.07,131.0,5.44,152.4,297.21,151.41,-6.600000000000023
T000169,S12,2025-03-28,Beauty,2.0,GlowWorks,South,15.73,36.22,68.0,3.33,83.09,72.44,31.46,-42.11000000000001
T001033,S03,2025-06-24,Grocery,5.0,FreshFarm,North,8.42,13.17,154.0,5.68,166.05,65.85,42.1,-142.3
T002823,S22,2025-02-04,Clothing,3.0,StyleHub,South,33.85,77.11,48.0,4.25,105.94,231.32999999999998,101.55000000000001,23.839999999999975
T000192,S19,2025-06-02,Beauty,2.0,GlowWorks,South,17.02,36.9,138.0,6.71,171.12,73.8,34.04,-131.36
T002521,S24,2025-06-08,Home Goods,5.0,BudgetSource,West,52.69,102.29,30.0,3.86,117.99,511.45000000000005,263.45,130.01000000000005
T000970,S18,2025-01-05,Electronics,2.0,NorthStar,West,216.63,285.1,54.0,5.29,138.62,570.2,433.26,-1.67999999999995
T001023,S02,2025-02-18,Home Goods,3.0,BudgetSource,South,48.13,94.39,53.0,3.18,81.63,283.17,144.39000000000001,57.150000000000006
T002600,S12,2025-01-18,Home Goods,2.0,BudgetSource,South,49.72,88.66,138.0,4.13,115.12,177.32,99.44,-37.24000000000001
T000814,S17,2025-02-15,Clothing,5.0,StyleHub,North,29.4,61.31,148.0,3.05,73.71,306.55,147.0,85.84000000000002
T000857,S25,2025-06-08,Home Goods,1.0,BudgetSource,West,46.31,71.07,43.0,4.91,132.03,71.07,46.31,-107.27000000000001
T002338,S08,2025-01-03,Beauty,5.0,GlowWorks,South,19.82,42.81,64.0,3.87,122.26,214.05,99.1,-7.309999999999988
T001143,S24,2025-02-27,Beauty,3.0,GlowWorks,West,16.09,36.26,53.0,6.39,256.07,108.78,48.269999999999996,-195.56
T000214,S22,2025-04-12,Sports,3.0,ActivePro,South,64.43,132.52,58.0,3.51,72.14,397.56000000000006,193.29000000000002,132.13000000000005
T002170,S25,2025-06-29,Clothing,1.0,StyleHub,West,22.29,48.02,35.0,3.94,116.94,48.02,22.29,-91.21
T000476,S14,2025-05-10,Electronics,5.0,NorthStar,West,231.2,290.55,50.0,3.31,63.68,1452.75,1156.0,233.07
T000270,S22,2025-01-18,Electronics,2.0,NorthStar,South,219.63,283.8,99.0,5.68,152.89,567.6,439.26,-24.549999999999955
T001691,S04,2025-03-07,Electronics,5.0,NorthStar,East,241.97,308.87,31.0,5.79,133.02,1544.35,1209.85,201.48
T002147,S02,2025-02-12,Home Goods,2.0,BudgetSource,South,44.51,79.63,51.0,4.08,104.47,159.26,89.02,-34.230000000000004
T001851,S24,2025-04-29,Electronics,2.0,NorthStar,West,302.34,398.45,51.0,4.67,136.95,796.9,604.68,55.27000000000004
T002374,S17,2025-06-29,Clothing,5.0,StyleHub,North,29.92,66.57,14.0,3.87,83.22,332.84999999999997,149.60000000000002,100.02999999999994
T002847,S20,2025-04-04,Grocery,1.0,FreshFarm,South,8.63,12.77,106.0,2.22,58.37,12.77,8.63,-54.23
T001724,S15,2025-03-29,Beauty,5.0,GlowWorks,East,20.88,48.11,73.0,6.03,137.4,240.55,104.39999999999999,-1.2499999999999716
T000707,S24,2025-05-10,Clothing,2.0,StyleHub,West,30.74,72.04,47.0,4.67,149.8,144.08,61.48,-67.19999999999999
T002467,S23,2025-04-23,Electronics,1.0,NorthStar,South,219.31,287.46,102.0,3.89,83.36,287.46,219.31,-15.210000000000022
T000125,S09,2025-01-10,Beauty,1.0,GlowWorks,East,18.26,44.05,62.0,4.04,90.01,44.05,18.26,-64.22000000000001
T002326,S26,2025-04-25,Home Goods,3.0,BudgetSource,West,53.61,96.7,58.0,4.91,164.42,290.1,160.82999999999998,-35.14999999999995
T001292,S14,2025-01-24,Grocery,3.0,FreshFarm,West,8.66,14.04,44.0,3.9,91.25,42.12,25.98,-75.11
T000262,S22,2025-03-05,Beauty,2.0,GlowWorks,South,15.66,35.44,61.0,4.14,106.67,70.88,31.32,-67.11000000000001
T002606,S03,2025-02-15,Clothing,3.0,StyleHub,North,24.31,52.87,46.0,4.24,122.22,158.60999999999999,72.92999999999999,-36.540000000000006
T002432,S11,2025-06-12,Clothing,8.0,StyleHub,South,27.95,55.53,85.0,4.85,123.05,444.24,223.6,97.59000000000002
T002191,S22,2025-03-29,Beauty,3.0,GlowWorks,South,16.53,39.3,159.0,4.54,109.94,117.89999999999999,49.59,-41.63000000000001
T002096,S08,2025-03-24,Beauty,2.0,GlowWorks,South,17.64,39.23,72.0,6.15,153.66,78.46,35.28,-110.48
T001604,S20,2025-01-29,Sports,1.0,ActivePro,South,63.48,127.57,88.0,3.96,93.6,127.57,63.48,-29.50999999999999
T000257,S23,2025-06-27,Clothing,3.0,StyleHub,South,25.77,50.77,35.0,5.22,130.83,152.31,77.31,-55.83000000000001
T001658,S10,2025-02-02,Grocery,1.0,FreshFarm,South,7.75,12.94,79.0,5.64,175.89,12.94,7.75,-170.7
T000919,S30,2025-01-03,Home Goods,1.0,BudgetSource,West,40.68,73.88,35.0,4.73,147.08,73.88,40.68,-113.88000000000002
T002169,S21,2025-01-16,Grocery,2.0,FreshFarm,North,8.03,12.4,73.0,1.69,45.85,24.8,16.06,-37.11
T002392,S03,2025-01-07,Home Goods,8.0,BudgetSource,North,56.48,103.0,102.0,4.33,90.86,824.0,451.84,281.3
T001207,S20,2025-02-08,Home Goods,8.0,BudgetSource,South,41.56,76.12,109.0,3.89,117.93,608.96,332.48,158.55
T000587,S15,2025-06-15,Sports,1.0,ActivePro,East,67.49,135.49,26.0,5.01,139.45,135.49,67.49,-71.44999999999997
T000904,S19,2025-02-11,Grocery,2.0,FreshFarm,South,8.83,13.56,156.0,3.8,117.6,27.12,17.66,-108.13999999999999
T001118,S06,2025-03-19,Beauty,5.0,GlowWorks,East,15.86,34.96,66.0,4.56,108.34,174.8,79.3,-12.83999999999999
T000259,S27,2025-02-18,Beauty,1.0,GlowWorks,West,16.9,40.49,56.0,3.98,117.7,40.49,16.9,-94.11
T001375,S11,2025-01-03,Electronics,3.0,NorthStar,South,209.18,293.15,19.0,4.13,108.15,879.4499999999999,627.54,143.75999999999996
T002991,S23,2025-01-02,Grocery,2.0,FreshFarm,South,6.6,10.05,145.0,2.79,76.2,20.1,13.2,-69.3
T001689,S24,2025-04-27,Beauty,2.0,GlowWorks,West,19.5,48.71,0.0,4.55,111.09,97.42,39.0,-52.67
T002653,S29,2025-02-07,Electronics,2.0,NorthStar,West,209.23,310.09,59.0,3.36,125.58,620.18,418.46,76.13999999999997
T000292,S26,2025-03-25,Grocery,1.0,FreshFarm,West,8.47,14.06,46.0,5.29,168.13,14.06,8.47,-162.54
T000010,S15,2025-01-05,Beauty,10.0,GlowWorks,East,19.56,42.49,112.0,3.29,89.58,424.90000000000003,195.6,139.72000000000003
T000445,S19,2025-06-06,Sports,3.0,ActivePro,South,46.33,94.37,115.0,2.57,56.15,283.11,138.99,87.97
T001466,S25,2025-02-28,Beauty,1.0,GlowWorks,West,18.88,43.31,47.0,4.62,124.6,43.31,18.88,-100.16999999999999
T002020,S27,2025-02-08,Beauty,1.0,GlowWorks,West,19.22,44.1,53.0,3.86,127.21,44.1,19.22,-102.32999999999998
T000468,S03,2025-04-23,Electronics,4.0,NorthStar,North,214.6,295.06,11.0,3.63,80.06,1180.24,858.4,241.78000000000003
T002031,S26,2025-04-29,Sports,2.0,ActivePro,West,60.78,115.33,29.0,4.7,119.37,230.66,121.56,-10.27000000000001
T002914,S11,2025-02-17,Sports,3.0,ActivePro,South,56.47,102.85,149.0,5.69,155.44,308.54999999999995,169.41,-16.30000000000004
T000764,S21,2025-05-09,Electronics,1.0,NorthStar,North,275.69,354.27,28.0,4.33,125.9,354.27,275.69,-47.32000000000002
T002685,S21,2025-02-08,Electronics,2.0,NorthStar,North,184.75,259.73,68.0,4.31,106.58,519.46,369.5,43.38000000000004
T001705,S22,2025-05-03,Electronics,4.0,NorthStar,South,268.41,377.29,143.0,3.82,82.38,1509.16,1073.64,353.14
T002625,S28,2025-01-08,Electronics,3.0,NorthStar,West,218.47,313.23,10.0,3.74,120.19,939.69,655.41,164.0900000000001
T002731,S18,2025-01-27,Home Goods,2.0,BudgetSource,West,46.6,92.09,16.0,2.79,76.4,184.18,93.2,14.579999999999998
T001943,S20,2025-04-06,Grocery,1.0,FreshFarm,South,7.61,11.87,130.0,4.0,99.04,11.87,7.61,-94.78
T002140,S05,2025-03-11,Grocery,2.0,FreshFarm,East,8.22,12.46,40.0,6.05,163.03,24.92,16.44,-154.55
T000444,S18,2025-03-12,Clothing,2.0,StyleHub,West,36.14,77.86,44.0,3.83,133.14,155.72,72.28,-49.69999999999999
T002407,S22,2025-04-21,Grocery,3.0,FreshFarm,South,7.02,11.42,110.0,2.01,40.22,34.26,21.06,-27.02
T002910,S08,2025-02-03,Electronics,1.0,NorthStar,South,215.91,275.59,108.0,3.5,83.5,275.59,215.91,-23.82000000000002
T001708,S14,2025-01-27,Electronics,2.0,NorthStar,West,192.62,241.46,37.0,5.03,134.94,482.92,385.24,-37.25999999999999
T002648,S15,2025-05-18,Home Goods,4.0,BudgetSource,East,37.59,64.66,37.0,3.83,102.06,258.64,150.36,6.21999999999997
T002144,S20,2025-02-13,Sports,3.0,ActivePro,South,58.37,109.63,129.0,2.76,66.07,328.89,175.10999999999999,87.71000000000001
T001255,S06,2025-05-28,Electronics,1.0,NorthStar,East,221.1,284.92,40.0,3.08,54.55,284.92,221.1,9.270000000000024
T002903,S23,2025-01-18,Clothing,2.0,StyleHub,South,25.78,54.6,50.0,6.28,189.35,109.2,51.56,-131.70999999999998
T002210,S30,2025-05-03,Grocery,2.0,FreshFarm,West,7.2,11.29,58.0,4.93,149.27,22.58,14.4,-141.09
T000607,S03,2025-04-11,Sports,5.0,ActivePro,North,57.83,106.17,148.0,5.72,145.11,530.85,289.15,96.59000000000003
T001206,S02,2025-06-02,Beauty,2.0,GlowWorks,South,17.3,36.99,51.0,2.89,69.15,73.98,34.6,-29.770000000000003
T000131,S07,2025-05-24,Electronics,2.0,NorthStar,North,264.52,363.16,140.0,4.34,105.02,726.32,529.04,92.26000000000009
T002409,S21,2025-02-09,Electronics,2.0,NorthStar,North,243.75,304.51,158.0,5.13,114.89,609.02,487.5,6.629999999999981
T002086,S17,2025-03-13,Sports,1.0,ActivePro,North,57.87,115.09,89.0,4.44,90.19,115.09,57.87,-32.96999999999999
T001420,S27,2025-04-08,Home Goods,3.0,BudgetSource,West,43.49,69.41,37.0,4.29,136.65,208.23,130.47,-58.890000000000015
T000340,S15,2025-04-06,Grocery,1.0,FreshFarm,East,7.57,13.27,117.0,3.88,74.12,13.27,7.57,-68.42
T000016,S21,2025-01-04,Beauty,3.0,GlowWorks,North,15.48,37.43,40.0,3.65,87.49,112.28999999999999,46.44,-21.64
T002598,S21,2025-06-05,Home Goods,3.0,BudgetSource,North,49.34,100.82,11.0,5.1,127.58,302.46,148.02,26.85999999999997
T000378,S24,2025-03-01,Electronics,1.0,NorthStar,West,217.9,268.2,61.0,5.1,151.0,268.2,217.9,-100.70000000000002
T000087,S09,2025-06-18,Clothing,1.0,StyleHub,East,30.26,56.94,142.0,4.61,118.87,56.94,30.26,-92.19000000000001
T001618,S11,2025-03-07,Electronics,3.0,NorthStar,South,201.81,295.19,137.0,4.67,133.56,885.5699999999999,605.4300000000001,146.57999999999987
T002689,S03,2025-01-14,Grocery,2.0,FreshFarm,North,9.15,15.04,19.0,6.12,96.35,30.08,18.3,-84.57
T000736,S11,2025-03-21,Grocery,2.0,FreshFarm,South,7.33,10.66,149.0,2.04,53.02,21.32,14.66,-46.36
T000497,S06,2025-04-11,Grocery,2.0,FreshFarm,East,7.09,10.29,95.0,2.24,49.06,20.58,14.18,-42.660000000000004
T001493,S20,2025-01-23,Grocery,2.0,FreshFarm,South,7.71,11.82,101.0,5.07,123.86,23.64,15.42,-115.64
T000945,S26,2025-03-05,Sports,2.0,ActivePro,West,57.35,106.24,38.0,5.39,153.22,212.48,114.7,-55.44000000000001
T000254,S03,2025-03-04,Home Goods,1.0,BudgetSource,North,36.35,68.72,24.0,3.41,89.1,68.72,36.35,-56.73
T000626,S12,2025-05-07,Grocery,5.0,FreshFarm,South,7.55,10.74,73.0,2.87,75.25,53.7,37.75,-59.3
T002128,S20,2025-06-11,Electronics,7.0,NorthStar,South,325.35,455.87,121.0,5.62,151.59,3191.09,2277.4500000000003,762.0499999999998
T000721,S08,2025-03-13,Electronics,1.0,NorthStar,South,279.13,372.42,28.0,3.97,111.83,372.42,279.13,-18.539999999999978
T001132,S30,2025-02-10,Home Goods,1.0,BudgetSource,West,43.41,84.54,62.0,4.69,133.59,84.54,43.41,-92.46
T002837,S12,2025-05-10,Grocery,2.0,FreshFarm,South,8.55,15.2,49.0,3.93,98.4,30.4,17.1,-85.10000000000001
T002059,S01,2025-02-27,Beauty,2.0,GlowWorks,East,18.99,39.3,137.0,6.05,161.82,78.6,37.98,-121.19999999999999
T002268,S06,2025-03-25,Grocery,1.0,FreshFarm,East,7.48,12.91,107.0,4.71,88.18,12.91,7.48,-82.75
T000627,S23,2025-02-16,Electronics,2.0,NorthStar,South,252.18,334.63,73.0,4.49,120.96,669.26,504.36,43.93999999999998
T001673,S16,2025-02-09,Sports,2.0,ActivePro,South,61.69,107.2,17.0,6.38,153.9,214.4,123.38,-62.879999999999995
T001468,S22,2025-04-23,Home Goods,5.0,BudgetSource,South,49.91,100.52,40.0,3.22,82.66,502.59999999999997,249.54999999999998,170.39
T002285,S22,2025-04-19,Clothing,3.0,StyleHub,South,31.39,61.38,70.0,5.42,113.6,184.14000000000001,94.17,-23.62999999999998
T000413,S04,2025-05-17,Grocery,1.0,FreshFarm,East,8.13,11.6,126.0,2.37,51.64,11.6,8.13,-48.17
T000577,S07,2025-04-27,Grocery,8.0,FreshFarm,North,6.78,9.11,153.0,4.6,120.3,72.88,54.24,-101.66
T001342,S11,2025-01-12,Sports,1.0,ActivePro,South,54.54,105.86,35.0,3.59,100.47,105.86,54.54,-49.15
T002782,S25,2025-01-23,Electronics,3.0,NorthStar,West,252.35,341.12,22.0,4.22,105.81,1023.36,757.05,160.50000000000006
T002266,S09,2025-03-18,Electronics,6.0,NorthStar,East,250.35,322.49,145.0,4.65,116.87,1934.94,1502.1,315.97000000000014
T001341,S25,2025-03-23,Home Goods,5.0,BudgetSource,West,40.79,74.43,25.0,4.43,120.62,372.15000000000003,203.95,47.58000000000004
T002298,S27,2025-04-27,Home Goods,2.0,BudgetSource,West,44.25,79.99,29.0,6.82,249.75,159.98,88.5,-178.27
T002443,S30,2025-03-20,Electronics,8.0,NorthStar,West,223.43,300.14,56.0,3.4,91.29,2401.12,1787.44,522.3899999999999
T000312,S14,2025-01-03,Sports,1.0,ActivePro,West,58.56,114.55,44.0,5.97,161.04,114.55,58.56,-105.05
T002388,S28,2025-02-12,Home Goods,2.0,BudgetSource,West,30.17,53.31,23.0,1.43,48.48,106.62,60.34,-2.1999999999999957
T000555,S05,2025-01-17,Sports,2.0,ActivePro,East,46.49,97.47,102.0,2.95,75.03,194.94,92.98,26.929999999999993
T002315,S03,2025-05-20,Home Goods,3.0,BudgetSource,North,46.45,80.4,68.0,5.05,111.37,241.20000000000002,139.35000000000002,-9.52000000000001
T000822,S27,2025-04-15,Electronics,4.0,NorthStar,West,281.81,393.62,12.0,3.11,92.9,1574.48,1127.24,354.34000000000003
T002311,S16,2025-02-24,Home Goods,1.0,BudgetSource,South,52.56,100.03,75.0,3.94,106.25,100.03,52.56,-58.78
T000984,S01,2025-06-10,Sports,7.0,ActivePro,East,44.75,79.84,54.0,6.24,168.25,558.88,313.25,77.38
T000682,S14,2025-04-03,Sports,4.0,ActivePro,West,57.93,119.86,5.0,3.55,107.06,479.44,231.72,140.66
T001063,S20,2025-02-21,Grocery,7.0,FreshFarm,South,7.57,11.12,59.0,3.4,74.74,77.83999999999999,52.99,-49.89000000000001
T002633,S22,2025-05-03,Grocery,4.0,FreshFarm,South,6.79,10.89,123.0,3.08,66.61,43.56,27.16,-50.209999999999994
T002286,S01,2025-03-03,Grocery,1.0,FreshFarm,East,5.96,8.45,111.0,3.81,84.08,8.45,5.96,-81.59
T001229,S26,2025-05-13,Beauty,5.0,GlowWorks,West,17.79,39.59,19.0,4.87,133.05,197.95000000000002,88.94999999999999,-24.049999999999983
T000746,S21,2025-01-09,Beauty,3.0,GlowWorks,North,18.88,45.34,43.0,2.38,53.81,136.02,56.64,25.570000000000007
T000815,S11,2025-01-17,Sports,1.0,ActivePro,South,65.49,124.35,91.0,3.52,87.24,124.35,65.49,-28.379999999999995
T000671,S21,2025-02-11,Home Goods,1.0,BudgetSource,North,42.59,72.97,79.0,3.9,104.52,72.97,42.59,-74.14
T002551,S09,2025-03-26,Electronics,3.0,NorthStar,East,278.67,367.85,62.0,5.49,124.73,1103.5500000000002,836.01,142.81000000000017
T002386,S30,2025-05-29,Sports,3.0,ActivePro,West,54.99,109.28,22.0,6.02,130.82,327.84000000000003,164.97,32.05000000000004
T000727,S01,2025-06-26,Beauty,2.0,GlowWorks,East,19.03,45.29,91.0,2.92,77.75,90.58,38.06,-25.230000000000004
T000987,S13,2025-03-07,Electronics,9.0,NorthStar,East,222.41,285.19,152.0,5.34,117.16,2566.71,2001.69,447.86
T001531,S25,2025-02-04,Electronics,2.0,NorthStar,West,226.16,314.01,31.0,3.49,96.45,628.02,452.32,79.24999999999999
T001746,S23,2025-06-14,Home Goods,7.0,BudgetSource,South,45.1,83.71,138.0,4.75,152.23,585.9699999999999,315.7,118.03999999999994
T002490,S25,2025-04-04,Grocery,2.0,FreshFarm,West,7.68,10.54,46.0,5.5,145.6,21.08,15.36,-139.88
T000100,S23,2025-04-30,Electronics,1.0,NorthStar,South,239.4,338.06,100.0,5.4,166.56,338.06,239.4,-67.9
T000466,S30,2025-05-10,Home Goods,2.0,BudgetSource,West,49.4,94.38,21.0,4.45,136.88,188.76,98.8,-46.92
T001914,S06,2025-06-12,Sports,4.0,ActivePro,East,61.0,119.93,39.0,5.22,129.84,479.72,244.0,105.88000000000002
T001092,S18,2025-01-26,Grocery,2.0,FreshFarm,West,8.35,12.61,14.0,3.29,87.12,25.22,16.7,-78.60000000000001
T000750,S17,2025-03-29,Home Goods,3.0,BudgetSource,North,42.61,75.58,54.0,4.2,87.46,226.74,127.83,11.450000000000017
T000235,S09,2025-01-15,Grocery,6.0,FreshFarm,East,7.82,13.01,76.0,3.91,112.78,78.06,46.92,-81.64
T001876,S24,2025-03-21,Beauty,3.0,GlowWorks,West,20.61,47.83,7.0,4.55,143.19,143.49,61.83,-61.52999999999999
T000450,S06,2025-04-27,Grocery,5.0,FreshFarm,East,7.75,10.11,39.0,4.71,129.03,50.55,38.75,-117.23
T001982,S13,2025-03-18,Grocery,1.0,FreshFarm,East,8.03,12.31,38.0,4.34,95.04,12.31,8.03,-90.76
T000128,S30,2025-05-30,Grocery,1.0,FreshFarm,West,7.59,11.98,0.0,4.9,151.44,11.98,7.59,-147.05
T000309,S03,2025-05-11,Electronics,5.0,NorthStar,North,206.78,285.65,37.0,3.66,82.12,1428.25,1033.9,312.2299999999999
